id_servicio,id_cliente,id_tiempo,id_ubicacion,id_dispositivo,id_facturacion,id_promocion,id_soporte,id_consumo,duracion_llamada,costo_servicio,tipo_transaccion,ancho_banda,cantidad_datos_consumidos
4,524,9,1,2,23,5,1,1,7.33,92.04,llamada,24.0,353.72
5,1095,21,3,2,28,3,4,4,58.2,10.89,llamada,78.57,864.07
2,1636,3,3,3,8,4,5,3,28.19,79.01,internet,66.75,317.47
1,1643,2,3,5,33,4,3,4,45.49,49.31,internet,17.43,305.97
4,1213,25,9,3,21,1,5,4,19.95,24.02,llamada,99.55,164.05
5,1223,27,7,2,37,1,1,2,43.44,66.81,TV,33.34,999.08
4,816,28,3,1,29,4,4,4,26.46,88.94,llamada,91.48,423.51
4,878,7,8,4,34,2,2,4,59.72,27.34,llamada,55.96,474.05
3,736,28,5,1,20,2,2,2,42.71,72.55,TV,24.4,729.91
5,166,2,2,5,4,2,4,1,38.53,81.64,TV,42.66,486.9
2,1879,20,3,1,15,4,4,2,39.59,34.49,llamada,18.99,966.06
3,688,18,4,1,17,5,3,2,51.76,29.62,TV,75.78,491.7
5,1541,12,7,5,1,2,1,3,32.89,95.06,TV,69.39,101.09
2,1189,14,5,5,49,1,5,3,57.67,54.25,llamada,41.44,896.29
1,569,21,3,4,5,4,2,3,53.75,80.98,llamada,96.45,113.04
2,1467,20,2,2,3,2,1,3,38.63,7.78,llamada,54.19,586.21
5,282,21,9,4,35,2,3,1,30.89,94.33,internet,53.52,864.92
3,1992,8,1,5,30,1,1,3,15.92,20.87,internet,73.22,525.74
5,1808,11,4,4,9,4,5,1,8.18,63.0,internet,15.66,845.77
5,927,7,1,5,28,3,2,3,56.48,72.47,llamada,6.48,333.68
3,445,8,2,3,4,4,4,5,1.95,19.32,llamada,93.51,517.08
2,294,14,1,3,24,3,1,1,7.79,37.48,TV,23.63,286.49
1,1125,7,5,1,50,1,3,4,40.77,36.25,llamada,34.9,246.93
5,328,14,2,1,22,5,5,5,19.1,9.99,internet,87.95,43.51
3,463,4,10,5,19,1,1,2,25.44,20.86,TV,33.32,136.15
4,1950,1,1,1,46,2,1,5,35.53,63.14,TV,16.83,188.55
4,508,6,2,3,28,2,3,2,18.61,39.82,TV,78.15,627.26
4,427,25,10,1,50,3,5,3,48.23,66.47,llamada,64.15,259.19
3,971,19,3,3,7,2,1,5,46.72,86.66,TV,14.95,918.88
2,706,4,7,2,8,1,4,1,21.8,57.01,internet,34.03,70.92
1,1979,20,4,2,13,1,2,1,52.89,49.91,internet,53.64,44.56
3,895,5,3,1,40,2,5,1,9.59,29.51,internet,34.18,802.99
1,1266,12,8,4,42,1,5,3,20.38,49.1,internet,67.97,409.43
3,1644,5,4,5,16,1,5,2,39.87,42.7,llamada,84.87,20.4
4,438,20,5,5,30,5,2,5,50.67,42.55,internet,35.58,56.04
3,1083,24,2,5,12,4,2,3,28.47,47.06,TV,30.78,717.14
1,185,25,7,5,29,1,5,5,18.89,93.62,TV,24.61,707.46
2,1939,9,3,5,47,5,5,5,53.86,66.92,internet,9.38,836.91
1,392,17,4,1,19,3,1,1,26.57,6.58,internet,13.44,160.77
4,1803,8,1,4,48,1,3,1,21.11,99.91,llamada,70.69,168.59
1,215,4,9,3,45,1,4,5,35.53,60.79,llamada,51.17,979.36
5,1818,26,1,1,15,5,2,5,17.41,14.57,TV,89.39,355.5
3,779,8,1,3,19,2,4,5,28.67,14.37,llamada,2.13,654.96
3,432,1,10,3,20,1,2,3,2.15,50.08,TV,3.26,61.3
1,291,29,5,5,33,2,4,5,43.04,38.66,internet,9.91,156.7
5,1835,8,7,2,33,3,5,3,46.48,39.63,internet,45.62,899.57
4,505,22,2,4,27,3,3,4,39.7,69.83,internet,44.4,81.11
1,1877,12,4,2,41,1,2,5,39.25,26.17,internet,93.16,460.66
1,1390,10,3,3,32,5,3,5,25.69,96.77,llamada,1.85,936.53
5,1231,29,8,1,38,3,2,4,15.23,54.02,llamada,6.79,402.7
2,890,9,2,5,22,5,1,5,48.17,91.56,TV,1.53,526.22
5,704,9,8,3,43,2,4,2,15.25,10.45,TV,28.9,312.4
4,887,22,4,1,48,4,4,5,41.1,59.33,internet,2.5,444.87
2,709,22,8,1,42,5,1,4,22.07,81.52,llamada,2.6,174.48
3,215,4,9,4,31,1,5,3,51.95,34.95,internet,53.94,28.78
4,1736,6,1,4,21,3,1,1,43.03,11.89,llamada,19.44,471.03
3,188,29,1,1,39,1,2,2,28.76,38.02,llamada,58.65,454.2
1,1245,27,10,3,45,2,5,3,43.72,6.69,llamada,30.25,705.72
1,174,27,1,5,38,4,1,4,23.57,6.83,TV,76.36,541.77
3,1080,3,7,4,17,5,1,2,34.36,40.01,TV,88.77,272.09
3,1817,17,10,1,10,5,2,3,6.28,72.48,TV,69.64,746.3
1,1579,8,7,1,21,5,4,5,8.05,84.56,internet,44.85,58.08
1,454,11,2,2,47,1,3,3,26.45,32.39,TV,49.65,667.83
1,733,11,1,2,10,2,3,3,53.58,94.9,internet,78.88,722.31
2,334,18,1,1,50,5,2,1,38.54,21.86,internet,97.82,601.07
4,1265,5,2,5,13,4,2,2,1.68,63.53,llamada,72.16,19.91
4,1594,17,7,1,3,4,4,1,54.13,57.09,internet,90.21,536.98
2,674,24,8,4,15,4,2,3,4.07,59.64,TV,56.04,813.94
5,245,26,3,1,44,1,3,1,19.86,5.56,internet,83.75,394.49
5,671,22,9,1,1,1,4,1,34.92,28.34,TV,6.92,793.58
5,1103,26,4,1,1,5,2,4,42.43,39.91,TV,51.19,926.37
1,227,11,6,3,5,4,2,2,48.68,93.07,internet,91.04,997.85
3,1550,2,10,1,48,1,5,3,48.59,53.02,internet,57.2,143.66
1,1414,14,10,3,48,5,5,2,48.9,90.85,TV,99.4,99.17
3,486,2,4,5,46,4,2,5,9.16,56.34,TV,11.49,265.52
5,521,4,7,5,12,4,1,5,47.07,80.52,TV,49.89,127.89
5,157,22,4,3,12,3,1,1,58.11,21.47,internet,1.34,750.56
3,467,23,2,5,8,1,3,1,2.45,82.89,TV,56.08,185.9
4,386,3,10,5,48,3,5,5,46.99,28.92,llamada,84.58,48.81
4,1324,8,3,4,21,5,3,1,34.12,24.32,TV,51.39,786.46
4,48,12,4,4,18,5,3,5,15.7,69.89,llamada,93.41,29.88
2,1324,16,8,4,32,1,2,3,3.69,42.03,TV,39.94,824.96
4,1311,21,7,3,1,3,5,5,54.02,66.76,TV,3.46,498.65
3,265,21,10,2,35,2,1,3,35.41,99.74,TV,36.18,304.9
3,167,13,10,5,46,4,3,2,37.9,5.54,internet,65.88,771.41
4,1886,3,8,2,7,3,3,3,38.28,52.11,TV,88.9,769.18
3,458,26,4,2,7,2,5,2,5.38,73.37,TV,38.6,393.65
4,1639,3,5,3,50,1,2,5,3.6,34.87,llamada,71.14,730.73
2,1997,9,1,5,2,3,2,1,57.29,27.84,TV,50.57,42.42
5,1701,25,3,3,16,5,3,4,58.54,14.86,TV,70.76,533.59
5,1262,16,7,3,15,2,4,1,44.04,44.76,llamada,2.0,386.76
5,1550,16,4,1,18,5,3,1,47.13,33.98,llamada,97.99,649.96
2,79,20,3,1,26,2,1,1,37.15,97.91,internet,80.14,207.03
4,1599,17,4,1,13,4,4,2,20.67,24.13,TV,73.99,644.97
5,1078,28,2,1,27,5,4,3,41.79,85.72,llamada,67.46,767.73
3,1259,13,1,5,20,1,4,3,3.96,97.55,llamada,76.35,4.56
4,1743,3,9,2,4,4,2,5,13.03,76.41,internet,51.1,89.44
2,1113,16,5,5,29,3,2,4,20.57,92.63,internet,43.47,550.57
1,1492,11,1,1,6,4,1,4,55.86,39.89,internet,3.6,271.52
5,828,8,10,5,39,4,3,4,9.06,17.3,TV,19.14,694.72
3,461,9,4,4,29,5,3,2,8.61,59.57,TV,82.16,469.39
2,1501,21,6,4,32,2,5,5,38.41,11.25,TV,4.0,743.99
1,33,24,1,4,15,5,5,3,17.06,68.73,TV,2.58,678.84
5,1245,9,9,4,34,1,5,3,15.7,94.68,TV,63.33,955.93
1,827,7,6,5,46,1,4,4,36.59,69.11,llamada,52.79,927.81
1,568,25,2,3,7,1,2,4,24.73,63.69,llamada,69.59,828.56
2,1924,16,3,5,32,1,2,3,54.91,18.88,internet,83.86,351.81
1,816,3,9,3,14,4,4,3,42.27,65.06,internet,19.36,755.54
2,457,28,7,2,4,1,1,5,4.8,87.94,internet,83.7,687.2
3,1190,2,8,2,48,5,2,4,21.96,23.61,llamada,22.23,914.61
2,1222,7,7,3,37,2,2,3,25.5,35.33,internet,63.11,39.65
4,1710,14,10,5,24,4,2,3,36.74,14.89,internet,12.23,180.31
1,626,28,1,1,41,1,4,4,56.88,79.55,llamada,61.81,190.05
4,859,15,3,3,26,4,5,1,7.56,67.98,TV,9.75,116.95
5,1894,1,10,3,28,2,3,3,16.53,36.04,internet,75.1,827.79
1,1153,24,3,4,7,2,3,5,44.68,66.02,llamada,31.38,241.85
3,1250,21,6,3,1,2,1,4,47.1,62.13,TV,26.79,598.49
3,1523,17,9,4,49,2,5,4,46.77,47.12,TV,2.34,929.26
2,1149,10,2,2,26,3,5,4,8.93,58.89,llamada,11.08,98.59
4,1924,6,5,4,26,1,1,3,13.99,74.25,internet,91.55,49.78
5,173,23,8,4,19,1,1,3,32.56,54.03,internet,31.1,218.08
5,37,11,9,4,43,2,1,3,38.89,65.14,llamada,53.08,694.95
3,1237,11,5,4,25,4,2,3,1.33,24.47,internet,9.42,637.78
3,1051,9,4,1,32,3,1,2,38.94,37.64,llamada,87.54,662.34
2,1164,30,1,2,3,3,4,4,48.39,6.42,internet,90.78,37.85
4,416,13,7,5,34,1,1,5,52.86,76.53,internet,37.11,803.99
5,1721,12,4,4,42,3,2,5,28.89,38.86,llamada,99.79,431.37
2,640,12,9,1,20,5,5,2,5.28,25.39,llamada,1.28,862.21
1,1632,15,5,2,26,5,5,4,58.69,56.89,internet,83.62,455.61
1,490,20,3,2,27,5,4,3,36.89,19.27,llamada,31.88,117.58
2,1868,16,5,3,18,4,2,3,33.07,65.49,llamada,75.53,97.23
5,739,6,1,4,6,4,3,1,8.15,66.95,llamada,26.62,625.04
5,258,20,8,1,24,2,4,3,32.39,17.58,llamada,5.73,906.27
1,1438,9,2,2,47,3,3,4,6.26,43.55,internet,22.46,571.96
2,1214,11,9,1,10,2,2,4,13.29,53.03,TV,23.77,462.13
3,1697,14,6,2,49,4,4,4,40.84,5.75,llamada,39.34,43.59
4,1489,29,4,1,7,4,1,4,44.51,70.6,internet,2.78,690.88
5,383,2,9,3,34,2,2,4,56.73,38.71,TV,64.19,610.79
4,1375,30,7,3,35,3,4,5,35.66,60.11,internet,50.98,283.5
3,252,6,10,4,44,3,3,3,21.7,22.31,TV,97.07,764.08
5,1394,3,9,4,14,2,3,2,11.54,45.6,internet,52.45,783.33
1,164,9,10,2,40,3,2,2,12.53,69.99,llamada,68.63,542.66
4,486,9,8,5,11,5,1,5,24.48,69.3,TV,60.09,840.39
5,1877,9,3,5,6,3,2,1,9.44,49.21,llamada,15.53,624.78
5,27,28,4,4,27,2,3,1,32.99,7.88,llamada,74.95,327.26
1,793,7,4,3,14,5,4,2,11.16,14.67,internet,10.52,917.35
4,646,23,9,2,32,3,5,2,3.49,72.55,llamada,64.48,938.78
3,395,6,7,3,13,4,1,2,29.1,59.06,llamada,99.01,368.5
1,344,19,3,1,8,3,1,3,8.4,87.89,TV,2.99,570.17
1,1202,20,5,4,17,5,2,4,20.5,51.31,internet,87.8,690.58
1,1903,15,9,3,40,2,5,1,21.01,27.84,TV,16.86,645.86
4,1828,20,10,1,9,3,5,5,36.77,33.79,llamada,58.67,777.91
3,1933,19,5,1,8,4,4,2,46.23,10.41,llamada,9.37,108.86
4,142,25,8,4,4,1,2,4,9.27,83.07,internet,32.95,494.28
4,196,6,5,3,40,1,1,3,14.9,82.44,internet,38.59,815.15
4,1117,17,8,2,44,4,1,3,42.84,70.58,internet,89.48,930.9
2,761,12,8,2,2,2,5,1,28.45,11.23,llamada,96.12,2.14
5,1769,13,3,2,42,5,4,2,12.55,83.34,internet,38.84,874.0
4,1530,30,9,4,50,4,4,2,24.46,73.22,TV,50.51,272.02
4,1962,15,9,3,29,3,2,5,35.07,55.1,TV,84.96,503.14
5,678,3,7,4,22,3,4,1,42.26,6.02,TV,3.07,129.87
2,1990,10,8,5,38,5,4,3,8.5,21.97,internet,98.44,547.12
1,771,26,5,5,37,2,3,4,43.51,88.31,internet,30.77,534.31
5,1658,26,7,3,33,4,4,4,45.15,44.45,llamada,66.28,37.88
1,1551,4,6,1,48,4,5,1,30.08,76.03,TV,46.92,447.19
1,1645,20,2,5,28,1,2,1,39.16,39.99,TV,8.06,412.62
4,1849,19,1,5,22,3,4,2,28.44,43.04,TV,50.16,50.64
5,1594,9,8,1,35,4,2,5,48.69,90.78,TV,87.45,899.95
3,1211,25,9,4,27,5,2,3,55.56,81.24,TV,89.25,145.1
4,295,13,6,4,30,4,3,4,31.92,30.43,llamada,92.58,812.9
3,1244,10,5,5,48,2,5,5,58.85,27.24,llamada,57.49,865.34
5,1554,3,7,2,44,4,5,2,21.78,31.38,internet,57.85,864.17
1,1855,4,10,3,50,3,1,5,49.69,18.51,llamada,71.32,579.17
2,1190,4,8,2,32,5,4,1,33.63,70.05,llamada,1.9,963.4
5,1123,10,2,2,40,1,3,5,35.35,24.7,TV,33.16,202.75
2,866,7,9,2,14,4,1,2,32.36,90.23,TV,72.51,82.48
5,38,19,5,1,3,5,5,2,44.79,23.94,TV,67.6,302.76
1,1055,15,2,2,37,4,5,1,59.9,76.56,llamada,68.71,803.41
1,8,1,3,2,46,4,5,2,43.9,83.7,internet,58.03,985.5
3,911,5,4,5,13,3,3,4,31.86,56.32,internet,61.25,687.71
3,399,11,5,4,40,4,4,4,29.36,95.74,llamada,1.55,201.43
5,321,21,4,5,11,1,2,2,24.32,67.1,llamada,67.71,713.13
1,81,29,5,5,43,1,1,3,21.48,64.04,TV,11.18,58.77
3,26,27,9,5,44,2,5,5,10.95,82.21,TV,62.41,261.94
4,1057,23,9,1,3,2,5,4,37.2,61.46,llamada,72.54,427.1
4,1545,27,1,5,7,5,4,4,11.38,73.47,llamada,69.54,14.69
3,1063,3,5,1,34,3,3,4,17.28,87.62,internet,7.73,511.32
2,1718,26,5,3,34,3,3,5,29.95,10.47,TV,34.09,288.73
5,1321,11,4,3,16,1,4,5,59.08,83.63,TV,5.76,893.35
1,1826,17,8,5,45,3,2,1,23.84,58.19,llamada,9.25,754.58
5,162,23,9,5,20,1,5,5,5.15,7.16,TV,38.94,388.83
3,1389,12,7,5,15,3,5,2,40.73,99.36,llamada,32.88,415.89
3,535,22,3,5,36,4,2,2,38.91,25.17,TV,76.77,407.49
1,920,24,9,1,13,5,5,3,32.7,37.18,TV,12.42,813.78
4,236,11,6,3,38,2,4,4,6.49,94.71,TV,59.71,593.23
2,1772,12,6,4,30,3,4,2,20.19,37.89,llamada,16.24,588.69
5,43,26,10,3,17,5,4,5,3.33,49.15,internet,60.21,391.84
4,731,26,4,2,6,1,1,5,4.58,31.61,TV,61.11,477.01
4,1125,30,10,4,48,1,2,5,45.22,15.53,llamada,50.62,688.65
5,1058,2,2,4,40,4,4,2,36.19,45.83,TV,90.03,183.3
1,1320,18,4,3,1,3,4,2,47.77,11.55,llamada,76.08,506.7
3,444,26,5,3,38,3,4,3,16.86,44.04,TV,81.65,565.9
2,1526,27,9,4,34,1,4,1,10.65,49.9,TV,93.07,550.15
4,1247,15,3,5,12,1,3,4,33.84,20.61,TV,30.8,652.09
1,17,7,10,3,13,4,2,1,17.75,24.34,internet,86.68,351.99
1,1747,14,2,3,3,2,2,3,56.8,99.04,internet,19.98,926.32
1,1472,5,6,2,10,1,1,5,55.47,7.19,llamada,15.18,272.56
3,323,22,1,3,42,3,3,3,43.5,23.75,TV,1.77,788.73
5,1755,14,7,1,46,2,1,1,50.95,97.68,internet,10.2,776.67
1,1638,11,7,2,27,4,4,2,40.65,97.28,llamada,70.32,530.6
4,477,8,10,1,4,3,2,2,46.11,59.22,TV,51.5,118.4
3,842,6,8,2,47,3,2,2,41.82,57.4,llamada,42.89,384.57
3,863,24,2,2,15,3,5,1,50.67,91.01,internet,6.15,158.85
4,1529,5,3,5,47,4,1,1,56.25,14.69,llamada,84.3,654.2
1,42,13,10,1,14,3,1,2,52.71,94.7,llamada,24.82,71.41
4,1939,7,8,3,46,2,1,5,11.09,16.18,internet,83.48,398.59
2,1814,19,8,4,32,2,5,4,3.82,11.59,llamada,78.27,376.23
4,297,26,2,3,20,3,2,4,22.2,84.66,TV,1.74,347.29
3,1977,25,7,3,26,5,1,2,18.05,99.52,TV,19.16,431.13
5,1118,15,2,5,21,5,2,1,32.62,25.93,llamada,39.85,772.43
1,1263,25,7,5,49,1,3,5,18.23,41.79,llamada,46.99,71.07
4,414,16,7,1,37,1,5,4,58.65,14.33,TV,95.61,919.65
5,1064,20,2,1,49,1,4,2,56.29,21.59,llamada,57.09,392.0
2,138,3,6,5,50,4,3,5,23.16,30.05,internet,80.84,31.04
4,1693,29,10,4,33,3,2,1,1.76,76.85,TV,29.14,396.11
4,1636,20,3,2,19,4,5,4,24.53,5.19,internet,54.93,772.91
2,190,6,2,4,6,3,2,5,26.5,9.65,llamada,76.82,645.22
4,195,23,8,1,2,3,3,5,25.99,73.5,TV,39.52,815.8
2,724,24,5,2,5,2,1,5,52.25,71.2,llamada,89.55,391.6
1,200,30,1,1,34,4,1,1,3.5,59.8,TV,80.56,626.15
1,1830,7,6,4,49,5,4,5,13.27,70.85,TV,61.16,608.37
2,1946,10,1,2,20,4,3,2,2.59,52.69,TV,50.72,936.51
5,1703,7,10,3,43,3,4,2,58.29,58.24,internet,96.49,893.17
5,1200,6,5,4,42,1,3,1,48.99,36.01,llamada,45.8,987.19
2,1616,12,5,2,1,5,1,2,52.79,39.71,TV,96.42,705.54
2,605,11,8,5,31,1,5,3,5.04,80.94,TV,51.65,110.82
1,965,24,5,2,48,4,5,4,46.17,51.91,TV,70.91,448.19
4,53,18,6,4,44,3,3,5,35.41,71.84,internet,36.63,970.33
1,1877,2,9,2,36,1,2,1,31.68,85.32,internet,13.58,453.63
1,1281,7,4,2,38,5,3,1,44.5,63.49,internet,69.27,746.72
2,1400,28,3,1,16,2,3,1,20.04,10.58,TV,70.24,752.02
2,1164,25,1,1,9,1,3,1,22.07,14.23,llamada,83.17,47.91
4,1347,7,3,4,8,5,1,2,27.66,79.71,internet,73.3,570.51
3,1903,30,10,4,21,5,1,1,55.85,89.81,llamada,57.08,6.61
1,1667,21,6,5,12,5,2,3,57.92,96.31,llamada,3.25,447.39
4,811,19,7,1,30,1,5,4,30.17,86.04,internet,63.48,475.97
4,1818,10,10,4,23,1,3,4,45.24,43.82,TV,75.48,954.76
5,1342,24,10,2,39,2,1,1,38.45,97.0,llamada,50.7,175.45
4,483,7,10,2,34,5,3,3,56.46,12.27,TV,24.61,507.18
1,1944,21,1,5,16,1,3,5,34.26,66.03,internet,2.18,232.88
2,101,24,8,3,34,3,3,2,47.78,89.88,TV,14.28,518.28
5,1910,6,10,5,11,5,5,1,26.06,81.1,llamada,88.67,647.3
3,669,22,10,1,43,3,4,2,34.81,70.17,llamada,12.73,879.4
5,154,22,1,1,12,3,2,3,59.42,16.09,TV,63.15,977.85
4,1455,30,10,4,43,5,5,1,40.46,69.88,TV,29.45,355.06
1,1580,4,9,5,20,3,2,1,10.09,80.24,llamada,40.25,494.61
1,1418,21,5,4,34,1,2,2,20.49,87.91,internet,81.51,324.79
2,557,30,7,5,16,4,5,4,57.48,53.19,llamada,9.4,152.74
4,269,27,2,4,48,3,2,5,55.29,85.83,TV,73.37,256.19
4,430,15,6,5,37,1,4,4,46.27,85.29,internet,10.4,589.68
5,655,2,1,4,15,5,5,2,56.26,91.49,internet,25.11,176.54
3,1617,11,5,3,10,1,4,3,29.68,86.99,TV,71.16,254.14
4,329,16,4,2,44,4,2,1,41.84,96.45,llamada,80.49,428.74
5,159,15,2,2,43,3,3,1,59.85,67.2,internet,50.25,666.38
3,1778,29,1,1,39,2,3,4,53.73,14.31,TV,65.1,287.06
4,964,19,2,2,10,5,5,1,40.77,22.67,llamada,38.75,143.14
5,1389,8,8,1,41,4,3,3,51.58,65.87,internet,40.26,348.72
5,1288,19,1,3,10,3,2,3,12.46,20.62,TV,55.0,824.15
3,693,24,4,1,50,3,5,3,28.72,58.22,internet,14.85,223.13
3,964,2,4,4,28,3,5,5,2.89,67.16,llamada,54.95,415.98
3,757,12,1,2,20,3,4,1,59.26,64.65,internet,79.5,386.15
2,305,3,8,3,42,5,5,3,30.04,25.07,TV,33.96,913.0
1,457,21,4,5,21,5,3,1,22.11,71.21,llamada,13.66,547.07
3,255,1,7,1,4,2,3,3,29.11,96.69,llamada,37.45,30.24
3,1555,10,2,5,35,5,1,5,51.75,86.44,llamada,28.01,597.94
1,1821,22,1,3,1,3,3,5,25.69,98.87,llamada,27.7,194.87
4,745,29,4,5,22,2,3,3,42.76,62.1,llamada,96.43,21.21
4,1164,16,8,3,32,1,1,2,12.07,44.43,TV,77.26,10.29
1,547,22,8,4,21,5,5,1,33.17,42.19,TV,76.31,353.0
5,618,16,2,5,21,3,1,1,14.92,98.23,llamada,14.8,657.52
2,1766,18,8,4,22,3,2,1,24.85,25.31,llamada,94.5,137.67
3,519,8,8,1,7,2,5,1,53.26,29.87,TV,74.82,254.48
4,445,30,4,1,12,3,1,2,44.64,60.17,internet,29.36,174.23
1,992,28,7,1,27,2,5,5,26.9,37.93,internet,71.38,370.79
2,1846,21,8,1,50,1,3,5,16.75,34.94,llamada,35.91,646.98
3,1587,26,6,5,36,3,5,3,20.07,88.63,internet,92.9,214.97
1,1332,1,8,4,8,4,3,2,26.21,10.66,internet,43.64,744.17
2,573,8,3,3,15,3,5,4,9.03,9.97,llamada,62.13,176.67
3,1163,24,6,1,17,3,4,5,8.9,67.56,llamada,47.29,320.52
2,1702,4,7,5,7,4,4,3,38.88,58.26,llamada,9.39,589.13
4,1985,18,2,4,41,4,1,1,2.02,18.79,internet,72.18,21.56
3,19,27,10,1,39,4,3,4,56.19,24.08,TV,26.41,150.81
3,1980,2,4,4,31,4,3,5,31.92,7.78,internet,13.37,431.12
5,797,6,8,3,30,4,4,5,5.65,78.75,TV,32.5,491.72
4,873,7,3,2,48,2,2,5,24.97,51.07,TV,37.45,953.18
4,1025,25,4,2,3,1,3,2,47.58,76.74,internet,14.59,698.92
5,1893,4,3,5,46,4,4,4,41.3,59.3,internet,43.75,767.86
2,1567,19,6,5,47,1,3,1,56.76,37.05,internet,73.44,83.73
1,1423,16,10,2,44,5,1,4,24.64,69.99,TV,99.59,347.38
3,447,15,4,4,33,5,3,1,55.14,36.89,llamada,98.74,669.4
4,62,17,3,2,6,4,1,5,16.54,20.99,llamada,47.66,578.82
3,970,3,7,3,20,2,5,5,47.14,78.39,internet,22.42,458.88
5,931,24,5,5,17,3,3,1,4.05,77.98,llamada,94.7,284.18
4,304,22,7,3,14,2,1,1,13.0,90.55,llamada,48.51,125.65
4,1774,29,4,5,38,5,5,2,55.7,90.8,internet,81.55,562.21
4,633,12,4,1,1,3,1,1,23.43,82.02,internet,97.7,136.44
1,745,10,5,2,44,4,1,4,34.93,16.44,internet,64.79,471.99
4,523,12,8,5,20,3,4,3,51.65,39.27,TV,29.7,283.86
4,482,11,4,2,26,1,1,4,37.12,55.1,internet,27.88,656.78
2,418,15,6,1,12,1,3,5,27.44,10.0,internet,2.36,616.57
3,238,18,4,3,31,3,3,4,32.68,23.33,internet,11.01,285.53
2,1649,21,5,5,12,2,3,4,2.46,35.32,TV,2.73,425.42
2,205,25,6,3,41,5,5,2,58.0,39.5,TV,90.67,681.6
1,424,28,6,3,14,2,5,5,36.9,43.38,TV,93.54,575.84
3,1027,6,10,2,18,1,3,5,13.58,14.65,internet,32.65,969.91
4,1115,13,3,4,43,5,5,1,43.02,9.95,llamada,9.48,559.98
3,204,16,10,1,22,3,5,5,34.76,40.74,internet,84.72,609.04
2,288,26,4,1,50,5,4,1,18.18,80.7,llamada,27.93,138.1
4,643,19,3,1,3,3,1,4,46.09,68.7,internet,38.67,567.85
4,884,20,3,3,29,2,3,3,57.43,59.83,internet,84.91,993.23
1,1040,11,8,3,37,2,2,1,51.64,60.44,llamada,8.99,849.28
5,347,13,9,1,27,4,5,3,45.92,43.73,internet,75.46,725.26
5,1345,25,8,4,25,1,2,1,18.76,11.93,llamada,85.72,5.74
4,1865,16,8,1,38,3,4,5,37.67,51.93,TV,14.79,112.13
4,465,12,6,3,5,1,5,4,11.93,89.85,TV,51.43,897.45
3,1973,15,5,5,41,5,2,3,6.44,10.04,llamada,62.94,596.6
3,1741,3,5,3,16,3,3,4,31.98,88.76,internet,39.21,564.55
4,1841,9,10,2,28,4,5,5,21.48,67.97,internet,13.08,762.92
2,674,18,5,1,39,2,1,2,58.54,34.03,TV,41.3,31.84
1,859,19,5,4,49,2,4,4,1.68,77.33,TV,47.87,732.15
3,429,9,9,3,35,3,1,4,10.69,93.08,internet,2.37,887.26
3,1964,12,9,1,1,1,4,4,7.28,62.42,TV,21.43,374.02
5,284,18,6,2,9,3,4,5,20.76,84.24,internet,43.82,424.35
5,263,5,4,1,10,4,3,3,22.08,55.6,TV,4.1,459.74
1,1649,8,8,5,9,2,2,3,40.27,61.72,internet,23.07,238.94
5,1818,14,7,4,50,3,2,2,16.09,34.93,llamada,26.87,4.37
4,263,26,1,4,46,2,1,2,42.9,25.45,TV,20.36,938.48
5,836,29,10,1,3,3,1,2,49.64,35.88,TV,52.66,232.03
1,153,29,5,5,4,2,4,1,20.22,81.13,llamada,47.25,358.6
2,244,1,10,4,7,5,4,4,45.12,5.31,internet,89.14,285.5
3,1272,15,2,2,14,5,4,5,51.38,38.42,TV,44.49,828.44
4,1907,26,3,1,42,5,1,2,57.94,25.52,llamada,5.37,162.98
1,283,8,7,3,22,5,3,2,32.88,68.23,llamada,95.0,767.67
4,1789,29,5,3,15,3,4,4,47.02,52.15,llamada,35.88,181.6
2,727,7,9,3,20,5,5,2,17.94,5.1,internet,9.84,612.54
4,1645,7,4,1,39,5,3,1,38.1,98.17,TV,95.96,477.02
2,1569,17,10,1,45,4,3,4,54.02,12.54,TV,76.69,463.08
2,1510,22,4,3,17,1,1,1,49.7,22.54,internet,46.12,939.33
2,904,9,10,2,8,4,3,3,4.52,52.89,llamada,72.56,298.39
2,26,18,7,5,8,2,5,4,6.81,81.75,llamada,95.57,283.07
2,1530,14,9,4,17,1,4,4,30.13,48.29,llamada,21.03,26.86
4,217,24,4,5,35,4,1,1,18.25,30.48,internet,49.68,849.44
1,1276,18,8,1,23,4,5,4,48.23,36.79,internet,75.0,919.06
4,715,25,2,1,29,4,1,5,21.28,64.31,internet,12.01,721.82
5,249,7,1,5,42,4,4,3,44.44,85.15,internet,46.87,377.82
4,517,22,3,5,13,5,5,4,7.47,81.24,llamada,95.51,239.74
4,604,28,7,4,48,4,1,5,57.61,53.85,internet,42.38,589.75
3,250,16,8,2,30,4,1,2,44.69,6.52,TV,30.14,830.91
4,1083,12,10,5,41,1,1,5,54.32,34.19,internet,10.79,297.76
3,470,7,7,3,30,4,3,5,47.77,73.62,internet,45.24,680.87
3,1235,3,10,3,22,5,5,2,59.73,34.43,llamada,2.32,894.12
5,1666,5,5,2,20,4,3,5,41.58,60.05,internet,59.83,824.86
3,1864,1,4,1,3,2,2,3,35.74,80.83,internet,77.72,818.27
5,1767,8,3,4,18,5,2,4,6.63,38.8,llamada,58.35,268.67
4,1397,23,5,2,42,1,3,2,33.2,38.53,TV,33.82,361.15
5,1135,24,1,3,1,3,3,2,35.59,57.4,TV,74.41,213.2
1,498,5,4,1,43,3,5,5,44.4,8.19,llamada,75.95,80.41
